,Content,Processed,Polarity,Subjectivity,Label
2105,in this university there is lot of events and lot of extra curriclar activities.... ,"['university', 'lot', 'events', 'lot', 'extra', 'curriclar', 'activities']",0.0,0.1,Neutral
2107,The best,['best'],1.0,0.3,Positive
2108,good..,[],0.0,0.0,Neutral
2109,excllent,['excllent'],0.0,0.0,Neutral
2110,Yes.,['yes'],0.0,0.0,Neutral
2111,VERY GOOD,['good'],0.7,0.6000000000000001,Positive
2112,they all are held in super,"['held', 'super']",0.3333333333333333,0.6666666666666666,Positive
2114,the extracurricular activities held in university  are very enjoyable and good,"['extracurricular', 'activities', 'held', 'university', 'enjoyable', 'good']",0.6,0.6000000000000001,Positive
2115,Our university has lot of extracurricular going on and it helps us a lot.,"['university', 'lot', 'extracurricular', 'going', 'helps', 'lot']",0.0,0.0,Neutral
2116,IT IS THE BEST THING IN THIS UNIVERSITY I LIKE IT,"['best', 'thing', 'university', 'like']",1.0,0.3,Positive
2119,good communication,"['good', 'communication']",0.7,0.6000000000000001,Positive
2120,good explanation,"['good', 'explanation']",0.7,0.6000000000000001,Positive
2121,awesome teaching,"['awesome', 'teaching']",1.0,1.0,Positive
2122,nice explanation,"['nice', 'explanation']",0.6,1.0,Positive
2123,helpful,['helpful'],0.0,0.0,Neutral
2126,teaching is good some lecturers are showing partiality between south people and north people,"['teaching', 'good', 'lecturers', 'showing', 'partiality', 'south', 'people', 'north', 'people']",0.7,0.6000000000000001,Positive
2127,"THE STAFF SECURITY IS ABOVE 90%,CLASSES REGULAR,SPORTS DAILY,PARTICIPATION WELL,QUALITY BELOW AVERAGE","['staff', 'security', 'classes', 'regular', 'sports', 'daily', 'participation', 'well', 'quality', 'average']",-0.049999999999999996,0.15897435897435896,Negative
2131,all the given terms are good regarding the university,"['given', 'terms', 'good', 'regarding', 'university']",0.7,0.6000000000000001,Positive
2135,knowledge is maximum gained by reading books also the teachers explain depth if we are interested to know about it.,"['knowledge', 'maximum', 'gained', 'reading', 'books', 'also', 'teachers', 'explain', 'depth', 'interested', 'know']",0.25,0.5,Positive
2136,we are getting maximum knowledge,"['getting', 'maximum', 'knowledge']",0.0,0.0,Neutral
2137,Knowledge is maximum gainedby reading books and also teachers explain the concept in depth.,"['knowledge', 'maximum', 'gainedby', 'reading', 'books', 'also', 'teachers', 'explain', 'concept', 'depth']",0.0,0.0,Neutral
2139,strict paper correction.,"['strict', 'paper', 'correction']",0.0,0.0,Neutral
2141,EXAMPATTERN IS GOOD AND MARKS DISTRIBUTION IS ALSO GOOD AND PAPER CHECKING IS VERY HARD,"['exampattern', 'good', 'marks', 'distribution', 'also', 'good', 'paper', 'checking', 'hard']",0.3694444444444444,0.5805555555555556,Positive
2147,THERE IS NO PROBLEM WITH THEM,['problem'],0.0,0.0,Neutral
2148,excellent communication,"['excellent', 'communication']",1.0,1.0,Positive
2149,creats peaceful environment  ,"['creats', 'peaceful', 'environment']",0.25,0.5,Positive
2150,easy to understand,"['easy', 'understand']",0.43333333333333335,0.8333333333333334,Positive
2151,positive attitude,"['positive', 'attitude']",0.22727272727272727,0.5454545454545454,Positive
2152,good encouragement,"['good', 'encouragement']",0.7,0.6000000000000001,Positive
2153,above satisfactory,['satisfactory'],0.0,0.0,Neutral
2154,outstanding explanation,"['outstanding', 'explanation']",0.5,0.875,Positive
2155,good campus availability,"['good', 'campus', 'availability']",0.7,0.6000000000000001,Positive
2156,helpful in co-curricular activities,"['helpful', 'activities']",0.0,0.0,Neutral
2157,inspiring,['inspiring'],0.5,1.0,Positive
2158,motivational,['motivational'],0.0,0.0,Neutral
2159,okay,['okay'],0.5,0.5,Positive
2160,good interaction with students,"['good', 'interaction', 'students']",0.7,0.6000000000000001,Positive
2172,VERY HIGH NEED TO TAKE DOWN SOME ACCITIVTIES.,"['high', 'need', 'take', 'accitivties']",0.16,0.5399999999999999,Positive
2177,the extracurricular activities held in universityare very enjoyable and good,"['extracurricular', 'activities', 'held', 'universityare', 'enjoyable', 'good']",0.6,0.6000000000000001,Positive
2181,"like the teaching style ""Interaction between students and teachers is good","['like', 'teaching', 'style', 'interaction', 'students', 'teachers', 'good']",0.7,0.6000000000000001,Positive
2182,"The lectures delivery is fine, punctuality is good","['lectures', 'delivery', 'fine', 'punctuality', 'good']",0.5583333333333333,0.55,Positive
2183,positive feedback is building our confidence,"['positive', 'feedback', 'building', 'confidence']",0.22727272727272727,0.5454545454545454,Positive
2184,"the teachers are great ,i made a good progress","['teachers', 'great', 'made', 'good', 'progress']",0.75,0.675,Positive
2185,really enjoyed the variety,"['really', 'enjoyed', 'variety']",0.5,0.7,Positive
2186,they are the best,['best'],1.0,0.3,Positive
2187,i loved it,['loved'],0.7,0.8,Positive
2188,teachers are very professional,"['teachers', 'professional']",0.1,0.1,Positive
2189,faculty is ready to help,"['faculty', 'ready', 'help']",0.2,0.5,Positive
2190,very friendly,['friendly'],0.375,0.5,Positive
2191,best place to learn technology,"['best', 'place', 'learn', 'technology']",1.0,0.3,Positive
2192,warm atmosphere ,"['warm', 'atmosphere']",0.6,0.6,Positive
2193,excellent classrooms,"['excellent', 'classrooms']",1.0,1.0,Positive
2194,super friendly,"['super', 'friendly']",0.35416666666666663,0.5833333333333333,Positive
2195,helpful staff,"['helpful', 'staff']",0.0,0.0,Neutral
2196,cool staff,"['cool', 'staff']",0.35,0.65,Positive
2197,i'm very pleased to study here,"['pleased', 'study']",0.5,1.0,Positive
2198,i'm very very pleased to study here,"['pleased', 'study']",0.5,1.0,Positive
2199,effective teaching,"['effective', 'teaching']",0.6,0.8,Positive
2200,safe learning environment,"['safe', 'learning', 'environment']",0.5,0.5,Positive
2201,Friendly learning environment,"['friendly', 'learning', 'environment']",0.375,0.5,Positive
2202,High quality teaching,"['high', 'quality', 'teaching']",0.16,0.5399999999999999,Positive
2203,Regular and reliable feedback on students progress and achievements,"['regular', 'reliable', 'feedback', 'students', 'progress', 'achievements']",0.0,0.07692307692307693,Neutral
2207,the level of examination should be raised. Questions with reasoning must be included,"['level', 'examination', 'raised', 'questions', 'reasoning', 'must', 'included']",0.0,0.0,Neutral
2230,Topics and assignments were relevant ,"['topics', 'assignments', 'relevant']",0.4,0.9,Positive
2231,I was encouraged to think for myself,"['encouraged', 'think']",0.0,0.0,Neutral
2232,The topics and assignments were at an appropriate level of difficulty,"['topics', 'assignments', 'appropriate', 'level', 'difficulty']",0.5,0.5,Positive
2233,Pinpointing the fault and possible corrective actions,"['pinpointing', 'fault', 'possible', 'corrective', 'actions']",0.0,1.0,Neutral
2234,Treats the students with respect,"['treats', 'students', 'respect']",0.0,0.0,Neutral
2235,funny lecturers,"['funny', 'lecturers']",0.25,1.0,Positive
2236,Encourage students,"['encourage', 'students']",0.0,0.0,Neutral
2240,content of the course is good,"['content', 'course', 'good']",0.7,0.6000000000000001,Positive
2243,as per the courses all the sub are providingworth knowledge,"['per', 'courses', 'sub', 'providingworth', 'knowledge']",0.0,0.0,Neutral
2248,In CA's its in the hands of lectures... while in mte's and ete's its good.,"['hands', 'lectures', 'mte', 'ete', 'good']",0.7,0.6000000000000001,Positive
2249,i think mid trem should be also subjective,"['think', 'mid', 'trem', 'also', 'subjective']",0.0,0.0,Neutral
2251,as per the lab evaluation we r satisfied with it,"['per', 'lab', 'evaluation', 'satisfied']",0.5,1.0,Positive
2257,TERRIFYING,['terrifying'],-1.0,1.0,Negative
2263,its to good,['good'],0.7,0.6000000000000001,Positive
2264,everything is good,"['everything', 'good']",0.7,0.6000000000000001,Positive
2266,normal,['normal'],0.15,0.6499999999999999,Positive
2274,there should not be negative marking,"['negative', 'marking']",-0.3,0.4,Negative
2298,Average,['average'],-0.15,0.39999999999999997,Negative
2308,it is difficult to understand experiment in 1 hour,"['difficult', 'understand', 'experiment', 'hour']",-0.5,1.0,Negative
2338,very cooperative,['cooperative'],0.0,0.0,Neutral
2359,more books should be provided and the issue period should be increased,"['books', 'provided', 'issue', 'period', 'increased']",0.0,0.0,Neutral
2362,book issuing time should be increased for 2 weeks,"['book', 'issuing', 'time', 'increased', 'weeks']",0.0,0.0,Neutral
2365,Really our library provides very good facilites for students and teachers but finesystem was not good it was directly increased upto 10.This is not a good thing.,"['really', 'library', 'provides', 'good', 'facilites', 'students', 'teachers', 'finesystem', 'good', 'directly', 'increased', 'upto', 'good', 'thing']",0.48,0.4800000000000001,Positive
2379,"as per libraries, few books are not available and in computer library there are hardly 5 PCs working","['per', 'libraries', 'books', 'available', 'computer', 'library', 'hardly', 'pcs', 'working']",0.05416666666666667,0.4708333333333333,Positive
2389,Everything is fine.,"['everything', 'fine']",0.4166666666666667,0.5,Positive
2396,it is neither too good nor too bad,"['neither', 'good', 'bad']",5.551115123125783e-17,0.6333333333333333,Positive
2434,extracurricular activies should be held when there are no classes for the students to attend so that every student can enjoy and participate in the events,"['extracurricular', 'activies', 'held', 'classes', 'students', 'attend', 'every', 'student', 'enjoy', 'participate', 'events']",0.4,0.5,Positive
2462,no comments. Because when you participiate you get reappear or backlog and no time is given for exam preparation,"['comments', 'participiate', 'get', 'reappear', 'backlog', 'time', 'given', 'exam', 'preparation']",0.0,0.0,Neutral
2475,Extracurricular activities are good and provide agood platform.,"['extracurricular', 'activities', 'good', 'provide', 'agood', 'platform']",0.7,0.6000000000000001,Positive
2482,that'sgreat,[],0.0,0.0,Neutral
2484,hahahah,['hahahah'],0.0,0.0,Neutral
2493,some of the universities not conducted any extracurricular activities but in our university doing these it is good for our feature,"['universities', 'conducted', 'extracurricular', 'activities', 'university', 'good', 'feature']",0.7,0.6000000000000001,Positive
2500,"Pattern is good ...marks distribution that includes ca,mt,et ,nd attendence all that islittle complicated","['pattern', 'good', 'marks', 'distribution', 'includes', 'attendence', 'islittle', 'complicated']",0.09999999999999998,0.8,Positive
2505,"I have never seen this type of examination,,,,,,,very GOODpattern","['never', 'seen', 'type', 'examination', 'goodpattern']",0.0,0.0,Neutral
2511,exam pattern is good,"['exam', 'pattern', 'good']",0.7,0.6000000000000001,Positive
2513,There should be some means by which we could recheck our answers and get to know what mistakes we have made.,"['means', 'could', 'recheck', 'answers', 'get', 'know', 'mistakes', 'made']",0.0,0.0,Neutral
2514,In my opnion very less content is their in our syllabus..it will be good if there is more syllabus and depth included in our syllabus,"['opnion', 'less', 'content', 'good', 'syllabus', 'depth', 'included', 'syllabus']",0.26666666666666666,0.33333333333333337,Positive
2521,content is sufficient for us,"['content', 'sufficient']",0.0,0.0,Neutral
2522,explanation is good,"['explanation', 'good']",0.7,0.6000000000000001,Positive
2572,good college with good faculty,"['good', 'college', 'good', 'faculty']",0.7,0.6000000000000001,Positive
2573,I loved the professors and the quality of teaching,"['loved', 'professors', 'quality', 'teaching']",0.7,0.8,Positive
2574,fun and uplifting environment,"['fun', 'uplifting', 'environment']",0.3,0.2,Positive
2575,Excellent school with a safe environment,"['excellent', 'school', 'safe', 'environment']",0.75,0.75,Positive
2576,Incredible learning environment,"['incredible', 'learning', 'environment']",0.9,0.9,Positive
2577,The environment and culture of university is wholesome and welcoming,"['environment', 'culture', 'university', 'wholesome', 'welcoming']",0.0,0.0,Neutral
2578,Professors approach all learning with a perspective based on the principals and intent to better tge lives of tgeir students,"['professors', 'approach', 'learning', 'perspective', 'based', 'principals', 'intent', 'good', 'tge', 'lives', 'tgeir', 'students']",0.7,0.6000000000000001,Positive
2579,The campus grounds are well maintained,"['campus', 'grounds', 'well', 'maintained']",0.0,0.0,Neutral
2580,Wonderful university,"['wonderful', 'university']",1.0,1.0,Positive
2581,I loved many of my professors and found them to be great teachers and experts in their fields,"['loved', 'many', 'professors', 'found', 'great', 'teachers', 'experts', 'fields']",0.6666666666666666,0.6833333333333332,Positive
2582,Facilities are clean and up-to-date,"['facilities', 'clean']",0.3666666666666667,0.7000000000000001,Positive
2583,very affordable education at a good value,"['affordable', 'education', 'good', 'value']",0.7,0.6000000000000001,Positive
2584,faculty are active in helping to understand and implement new projects,"['faculty', 'active', 'helping', 'understand', 'implement', 'new', 'projects']",0.001515151515151511,0.5272727272727272,Positive
2585,An active student body and campus life that has opportunity for many different opportunities,"['active', 'student', 'body', 'campus', 'life', 'opportunity', 'many', 'different', 'opportunities']",0.12222222222222223,0.5666666666666668,Positive
2586,amazing campus,"['amazing', 'campus']",0.6000000000000001,0.9,Positive
2587,It's great college that brings you most of the happiness to learnt abt yourself,"['great', 'college', 'brings', 'happiness', 'learnt', 'abt']",0.75,0.475,Positive
2588,I loved all of it,['loved'],0.7,0.8,Positive
2589,we can meet new people  and have a whole new social group,"['meet', 'new', 'people', 'whole', 'new', 'social', 'group']",0.12651515151515152,0.34393939393939393,Positive
2590,It gives us more confidence and security ,"['gives', 'confidence', 'security']",0.0,0.0,Neutral
2591,I am impressed by the staff and faculty,"['impressed', 'staff', 'faculty']",1.0,1.0,Positive
2592,"It has an amazing atmosphere , welcomed and successful","['amazing', 'atmosphere', 'welcomed', 'successful']",0.675,0.925,Positive
2593,"Not only studies the social atmosphere is active ,amazing , very fun and lovely","['studies', 'social', 'atmosphere', 'active', 'amazing', 'fun', 'lovely']",0.26,0.5033333333333333,Positive
2594,Better place with wonderful infrastructure and good environment,"['good', 'place', 'wonderful', 'infrastructure', 'good', 'environment']",0.7999999999999999,0.7333333333333334,Positive
2595,faculty supports students to find and explore and to reach great heights,"['faculty', 'supports', 'students', 'find', 'explore', 'reach', 'great', 'heights']",0.8,0.75,Positive
2596,This teacher is the best,"['teacher', 'best']",1.0,0.3,Positive
2597,He is a wonderful and amazing mentor,"['wonderful', 'amazing', 'mentor']",0.8,0.95,Positive
2599, I love it.  	,['love'],0.5,0.6,Positive
2600,So there is no way for me to plug it in here in the US unless I go by a converter.,"['way', 'plug', 'unless', 'converter']",0.0,0.0,Neutral
2601,Tied to charger for conversations lasting more than 45 minutes.MAJOR PROBLEMS!!,"['tied', 'charger', 'conversations', 'lasting', 'problems']",0.0,0.0,Neutral
2602,I have to jiggle the plug to get it to line up right to get decent volume.,"['jiggle', 'plug', 'get', 'line', 'right', 'get', 'decent', 'volume']",0.22619047619047616,0.6011904761904762,Positive
2603,"If you have several dozen or several hundred contacts, then imagine the fun of sending each of them one by one.","['several', 'dozen', 'several', 'hundred', 'contacts', 'imagine', 'fun', 'sending', 'one', 'one']",0.09999999999999999,0.06666666666666667,Positive
2604,"Needless to say, I wasted my money.","['needless', 'say', 'wasted', 'money']",-0.35,0.5,Negative
2605,What a waste of money and time!.,"['waste', 'money', 'time']",-0.2,0.0,Negative
2606,If the two were seperated by a mere 5+ ft I started to notice excessive static and garbled sound from the headset.,"['two', 'seperated', 'mere', 'started', 'notice', 'excessive', 'static', 'garbled', 'sound', 'headset']",0.037500000000000006,0.7,Positive
2607,"The design is very odd, as the ear ""clip"" is not very comfortable at all.","['design', 'odd', 'ear', 'clip', 'comfortable']",0.11666666666666668,0.525,Positive
2608,I advise EVERYONE DO NOT BE FOOLED!,"['advise', 'everyone', 'fooled']",0.0,0.0,Neutral
2609,It clicks into place in a way that makes you wonder how long that mechanism would last.,"['clicks', 'place', 'way', 'makes', 'wonder', 'long', 'mechanism', 'would', 'last']",-0.025,0.23333333333333334,Negative
2610,"I went on Motorola's website and followed all directions, but could not get it to pair again.","['went', 'motorola', 'website', 'followed', 'directions', 'could', 'get', 'pair']",0.0,0.0,Neutral
2611,The commercials are the most misleading.,"['commercials', 'misleading']",0.0,0.0,Neutral
2612,I bought it for my mother and she had a problem with the battery.,"['bought', 'mother', 'problem', 'battery']",0.0,0.0,Neutral
2613,I didn't think that the instructions provided were helpful to me.,"['think', 'instructions', 'provided', 'helpful']",0.0,0.0,Neutral
2614,People couldnt hear me talk and I had to pull out the earphone and talk on the phone.,"['people', 'couldnt', 'hear', 'talk', 'pull', 'earphone', 'talk', 'phone']",0.0,0.0,Neutral
2615,Doesn't hold charge.,"['hold', 'charge']",0.0,0.0,Neutral
2616,"This is a simple little phone to use, but the breakage is unacceptible.","['simple', 'little', 'phone', 'use', 'breakage', 'unacceptible']",-0.09375,0.4285714285714286,Negative
2617,It is unusable in a moving car at freeway speed.,"['unusable', 'moving', 'car', 'freeway', 'speed']",0.0,0.0,Neutral
2618,I have two more years left in this contract and I hate this phone.,"['two', 'years', 'left', 'contract', 'hate', 'phone']",-0.4,0.45,Negative
2619,You need at least 3 mins to get to your phone book from the time you first turn on the phone.Battery life is short.,"['need', 'least', 'mins', 'get', 'phone', 'book', 'time', 'first', 'turn', 'life', 'short']",-0.016666666666666663,0.3444444444444445,Negative
2620,Poor Talk Time Performance.,"['poor', 'talk', 'time', 'performance']",-0.4,0.6,Negative
2621,worthless product.,"['worthless', 'product']",-0.8,0.9,Negative
2622,I was not impressed by this product.,"['impressed', 'product']",1.0,1.0,Positive
2623,I only hear garbage for audio.,"['hear', 'garbage', 'audio']",0.0,0.0,Neutral
2624,Who in their right mind is gonna buy this battery?.,"['right', 'mind', 'gon', 'buy', 'battery']",0.2857142857142857,0.5357142857142857,Positive
2625,AFTER ARGUING WITH VERIZON REGARDING THE DROPPED CALLS WE RETURNED THE PHONES AFTER TWO DAYS.,"['arguing', 'verizon', 'regarding', 'dropped', 'calls', 'returned', 'phones', 'two', 'days']",0.0,0.0,Neutral
2626,Disappointed with battery.,"['disappointed', 'battery']",-0.75,0.75,Negative
2627,Not loud enough and doesn't turn on like it should.,"['loud', 'enough', 'turn', 'like']",0.05,0.65,Positive
2628,VERY DISAPPOINTED.,['disappointed'],-0.75,0.75,Negative
2629,The buttons for on and off are bad.,"['buttons', 'bad']",-0.6999999999999998,0.6666666666666666,Negative
2630,Essentially you can forget Microsoft's tech support.,"['essentially', 'forget', 'microsoft', 'tech', 'support']",0.0,0.3,Neutral
2631,Buy a different phone - but not this.,"['buy', 'different', 'phone']",0.0,0.6,Neutral
2632,You have to hold the phone at a particular angle for the other party to hear you clearly.,"['hold', 'phone', 'particular', 'angle', 'party', 'hear', 'clearly']",0.13333333333333333,0.3583333333333333,Positive
2633,The one big drawback of the MP3 player is that the buttons on the phone's front cover that let you pause and skip songs lock out after a few seconds.,"['one', 'big', 'drawback', 'player', 'buttons', 'phone', 'front', 'cover', 'let', 'pause', 'skip', 'songs', 'lock', 'seconds']",0.0,0.1,Neutral
2634,"A week later after I activated it, it suddenly died.","['week', 'late', 'activated', 'suddenly', 'died']",-0.15,0.55,Negative
2635,Mic Doesn't work.,"['mic', 'work']",0.0,0.0,Neutral
2636,"Even in my BMW 3 series which is fairly quiet, I have trouble hearing what the other person is saying.","['even', 'bmw', 'series', 'fairly', 'quiet', 'trouble', 'hearing', 'person', 'saying']",-0.1,0.26666666666666666,Negative
2637,Do Not Buy for D807...wrongly advertised for D807.,"['buy', 'wrongly', 'advertised']",-0.5,0.9,Negative
2638,I purchased this and within 2 days it was no longer working!!!!!!!!!,"['purchased', 'within', 'days', 'long', 'working']",-0.05,0.4,Negative
2639,Not a good bargain.,"['good', 'bargain']",0.7,0.6000000000000001,Positive
2640,The battery runs down quickly.,"['battery', 'runs', 'quickly']",0.3333333333333333,0.5,Positive
2641,"This item worked great, but it broke after 6 months of use.","['item', 'worked', 'great', 'broke', 'months', 'use']",0.8,0.75,Positive
2642,The construction of the headsets is poor.,"['construction', 'headsets', 'poor']",-0.4,0.6,Negative
2643,"For a product that costs as much as this one does, I expect it to work far better and with greater ease than this thing does.","['product', 'costs', 'much', 'one', 'expect', 'work', 'far', 'good', 'great', 'ease', 'thing']",0.45,0.6375,Positive
2644,The ear buds only play music in one ear.,"['ear', 'buds', 'play', 'music', 'one', 'ear']",0.0,0.0,Neutral
2645,Dont waste your money...,"['dont', 'waste', 'money']",-0.2,0.0,Negative
2646,If you plan to use this in a car forget about it.,"['plan', 'use', 'car', 'forget']",0.0,0.0,Neutral
2647,I found this product to be waaay too big.,"['found', 'product', 'waaay', 'big']",0.0,0.1,Neutral
2648,I'm very disappointed with my decision.,"['disappointed', 'decision']",-0.75,0.75,Negative
2649,"Buyer Beware, you could flush money right down the toilet.","['buyer', 'beware', 'could', 'flush', 'money', 'right', 'toilet']",0.1261904761904762,0.26785714285714285,Positive
2650,I received my supposedly new motorola 375 and apparently there was not a match between the phone and the charger.,"['received', 'supposedly', 'new', 'motorola', 'apparently', 'match', 'phone', 'charger']",0.09318181818181817,0.4022727272727272,Positive
2651,"That's a huge design flaw (unless I'm not using it correctly, which I don't think is the case).","['huge', 'design', 'flaw', 'unless', 'using', 'correctly', 'think', 'case']",0.4000000000000001,0.9,Positive
2652,"The camera, although rated at an impressive 1.3 megapixels, renders images that fall well below expectations of such a relatively high resolution.","['camera', 'although', 'rated', 'impressive', 'megapixels', 'renders', 'images', 'fall', 'well', 'expectations', 'relatively', 'high', 'resolution']",0.58,0.77,Positive
2653,I purcashed this for the car charger and it does not work.,"['purcashed', 'car', 'charger', 'work']",0.0,0.0,Neutral
2654,i got this phone around the end of may and i'm completely unhappy with it.,"['got', 'phone', 'around', 'end', 'may', 'completely', 'unhappy']",-0.6,0.9,Negative
2655,Could not get strong enough signal.,"['could', 'get', 'strong', 'enough', 'signal']",0.21666666666666665,0.6166666666666667,Positive
2656,Bad Quality.,"['bad', 'quality']",-0.6999999999999998,0.6666666666666666,Negative
2657,Basically the service was very bad.,"['basically', 'service', 'bad']",-0.6999999999999998,0.6666666666666666,Negative
2658,it did not work in my cell phone plug i am very up set with the charger!.,"['work', 'cell', 'phone', 'plug', 'set', 'charger']",0.0,0.0,Neutral
2659,The BT headset was such a disapoinment.,"['headset', 'disapoinment']",0.0,0.0,Neutral
2660,Buyer--Be Very Careful!!!!!.,"['buyer', 'careful']",-0.1,1.0,Negative
2661,The majority of the Logitech earbud headsets failed.,"['majority', 'logitech', 'earbud', 'headsets', 'failed']",-0.5,0.3,Negative
2662,In my house I was getting dropped coverage upstairs and no coverage in my basement.,"['house', 'getting', 'dropped', 'coverage', 'upstairs', 'coverage', 'basement']",0.0,0.0,Neutral
2663,What a waste.,['waste'],-0.2,0.0,Negative
2664,"During several different 2 minute calls, I experienced 5 drops and it was in an area that had 5 bars.","['several', 'different', 'minute', 'calls', 'experienced', 'drops', 'area', 'bars']",0.26666666666666666,0.5,Positive
2665,I was not happy with this item.,"['happy', 'item']",0.8,1.0,Positive
2666,very disappointed.,['disappointed'],-0.75,0.75,Negative
2667,The phone takes FOREVER to charge like 2 to 5 hours literally.,"['phone', 'takes', 'forever', 'charge', 'like', 'hours', 'literally']",0.0,0.0,Neutral
2668,What a waste of time!,"['waste', 'time']",-0.2,0.0,Negative
2669,Its reception is very very poor.,"['reception', 'poor']",-0.4,0.6,Negative
2670,Items stated as included from the description ARE NOT INCLUDED.,"['items', 'stated', 'included', 'description', 'included']",0.0,0.0,Neutral
2671,"After 3 months, screen just went black all of a sudden.","['months', 'screen', 'went', 'black', 'sudden']",-0.08333333333333333,0.4666666666666667,Negative
2672,I Was Hoping for More.,['hoping'],0.0,0.0,Neutral
2673,"Audio Quality is poor, very poor.","['audio', 'quality', 'poor', 'poor']",-0.4,0.6,Negative
2674,I've bought $5 wired headphones that sound better than these.,"['bought', 'wired', 'headphones', 'sound', 'good']",0.55,0.5,Positive
2675,"All I can do is whine on the Internet, so here it goes.The more I use the thing the less I like it.","['whine', 'internet', 'use', 'thing', 'less', 'like']",-0.16666666666666666,0.06666666666666667,Negative
2676,This is essentially a communications tool that does not communicate.,"['essentially', 'communications', 'tool', 'communicate']",0.0,0.3,Neutral
2677,"I still maintain that monkeys shouldn't make headphones, we just obviously don't share enough DNA to copy the design over to humans.","['still', 'maintain', 'monkeys', 'make', 'headphones', 'obviously', 'share', 'enough', 'dna', 'copy', 'design', 'humans']",0.0,0.5,Neutral
2678,Doesn't work at all.. I bougth it for my L7c and its not working.,"['work', 'bougth', 'working']",0.0,0.0,Neutral
2679,doesn't last long.,"['last', 'long']",-0.025,0.23333333333333334,Negative
2680,One thing I hate is the mode set button at the side.,"['one', 'thing', 'hate', 'mode', 'set', 'button', 'side']",-0.8,0.9,Negative
2681,Thank you for wasting my money.,"['thank', 'wasting', 'money']",0.0,0.0,Neutral
2682,How can that be?The audio quality is poor.,"['audio', 'quality', 'poor']",-0.4,0.6,Negative
2683,"I put the latest OS on it (v1.15g), and it now likes to slow to a crawl and lock up every once in a while.","['put', 'late', 'likes', 'slow', 'crawl', 'lock', 'every']",-0.30000000000000004,0.5,Negative
2684,It only recognizes the Phone as its storage device.,"['recognizes', 'phone', 'storage', 'device']",0.0,0.0,Neutral
2685,"If you like a loud buzzing to override all your conversations, then this phone is for you!","['like', 'loud', 'buzzing', 'override', 'conversations', 'phone']",0.1,0.8,Positive
2686,Don't buy this product.,"['buy', 'product']",0.0,0.0,Neutral
2687,I've had this bluetoooth headset for some time now and still not comfortable with the way it fits on the ear.,"['bluetoooth', 'headset', 'time', 'still', 'comfortable', 'way', 'fits', 'ear']",0.4,0.8,Positive
2688,"I have this phone and it is a thorn in my side, I really abhor it.","['phone', 'thorn', 'side', 'really', 'abhor']",0.2,0.2,Positive
2689,I recently had problems where I could not stay connected for more than 10 minutes before being disconnected.,"['recently', 'problems', 'could', 'stay', 'connected', 'minutes', 'disconnected']",0.0,0.25,Neutral
2690,Design Flaw?.,"['design', 'flaw']",0.0,0.0,Neutral
2691,Waste of 13 bucks.,"['waste', 'bucks']",-0.2,0.0,Negative
2692,"But when I check voice mail at night, the keypad backlight turns off a few seconds into the first message, and then I'm lost.","['check', 'voice', 'mail', 'night', 'keypad', 'backlight', 'turns', 'seconds', 'first', 'message', 'lost']",0.25,0.3333333333333333,Positive
2693,The replacement died in a few weeks.,"['replacement', 'died', 'weeks']",0.0,0.0,Neutral
2694,I have had problems wit hit dropping signal and more.,"['problems', 'wit', 'hit', 'dropping', 'signal']",0.0,0.0,Neutral
2695,Not impressed.,['impressed'],1.0,1.0,Positive
2696,Bad Choice.,"['bad', 'choice']",-0.6999999999999998,0.6666666666666666,Negative
2697,The pleather case doesn't fit.,"['pleather', 'case', 'fit']",0.4,0.4,Positive
2698,"useless phone, simply deaf.","['useless', 'phone', 'simply', 'deaf']",-0.25,0.2785714285714286,Negative
2699,It makes very strange ticking noises before it ends the call.,"['makes', 'strange', 'ticking', 'noises', 'ends', 'call']",-0.05,0.15,Negative
2700,Battery lasts only a few hours.,"['battery', 'lasts', 'hours']",0.0,0.0,Neutral
2701,We are sending it back.,"['sending', 'back']",0.0,0.0,Neutral
2702,I did not bother contacting the company for few dollar product but I learned the lesson that I should not have bought this form online anyway.,"['bother', 'contacting', 'company', 'dollar', 'product', 'learned', 'lesson', 'bought', 'form', 'online', 'anyway']",0.0,0.0,Neutral
2703,"If you hate earbugs, avoid this phone by all means.","['hate', 'earbugs', 'avoid', 'phone', 'means']",-0.8,0.9,Negative
2704,"I also didn't like the ""on"" button, it felt like it would crack with use.","['also', 'like', 'button', 'felt', 'like', 'would', 'crack', 'use']",0.0,0.0,Neutral
2705,WORST PHONE EVER.,"['bad', 'phone', 'ever']",-0.6999999999999998,0.6666666666666666,Negative
2706,Freezes frequently4.,['freezes'],0.0,0.0,Neutral
2707,It's kind of embarrassing to use because of how it looks and mostly it's embarrassing how child-like the company is.,"['kind', 'embarrassing', 'use', 'looks', 'mostly', 'embarrassing', 'company']",0.55,0.7,Positive
2708,"All in all, I'd expected a better consumer experience from Motorola.","['expected', 'good', 'consumer', 'experience', 'motorola']",0.3,0.5,Positive
2709,There's a horrible tick sound in the background on all my calls that I have never experienced before.,"['horrible', 'tick', 'sound', 'background', 'calls', 'never', 'experienced']",-0.3333333333333333,0.7666666666666666,Negative
2710,I'm a bit disappointed.,"['bit', 'disappointed']",-0.75,0.75,Negative
2711,"I have had this phone for over a year now, and I will tell you, its not that great.","['phone', 'year', 'tell', 'great']",0.8,0.75,Positive
